Unnamed: 0,Open,High,Low,Close,Adj Close,Volume,bullish,volume_before_1,volume_diff_last_hour,volume_before_2,volume_diff_last_2_hour,volume_before_3,volume_diff_last_3_hour,volume_before_4,volume_diff_last_4_hour,volume_before_5,volume_diff_last_5_hour,close_before_1,close_diff_last_hour,close_before_2,close_diff_last_2_hour,close_before_3,close_diff_last_3_hour,close_before_4,close_diff_last_4_hour,close_before_5,close_diff_last_5_hour,close_before_6,close_diff_last_6_hour,close_before_7,close_diff_last_7_hour,close_before_8,close_diff_last_8_hour,close_before_9,close_diff_last_9_hour,SMA_15,SMA_30,SMA_indicator,SMA_indicator_before_1,SMA_indicator_before_2,SMA_indicator_before_3,SMA_indicator_before_4,Upper_Bollinger,Lower_Bollinger,Middle_Bollinger,close_diff_Upper_Bollinger,close_diff_Lower_Bollinger,Bollinger_indicator,Bollinger_indicator_before_1,Bollinger_indicator_before_2,Bollinger_indicator_before_3,Bollinger_indicator_before_4,true_range,holiday_day_diff_before,date,weekday,time,mean_sentiment_score,median_sentiment_score,std_sentiment_score,max_sentiment_score,min_sentiment_score
2019-01-02 09:30:00,315.5,319.7099914550781,313.8999938964844,318.44000244140625,318.44000244140625,724286,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.44000244140625,318.44000244140625,0,,,,,,,318.44000244140625,,,,,,,,,34,2,2,1,0.13273299285309745,0.17465126514434814,0.19097088626513053,0.4715993404388428,-0.32386818528175354
2019-01-02 10:30:00,318.4393005371094,322.3070068359375,317.3500061035156,320.5202941894531,320.5202941894531,394681,0.0,724286.0,,,,,,,,,,318.44000244140625,,,,,,,,,,,,,,,,,,319.4801483154297,319.4801483154297,0,0.0,,,,322.42212511921036,316.53817151164895,319.4801483154297,-1.9018309297572955,3.9821226778041705,2.0,,,,,4.957000732421875,34,2,2,2,0.22772613167762756,0.22772613167762756,0.04152834350899666,0.25709110498428345,0.19836115837097168
2019-01-02 11:30:00,320.5675048828125,321.65869140625,319.093505859375,319.54779052734375,319.54779052734375,250973,0.0,394681.0,-329605.0,724286.0,,,,,,,,320.5202941894531,2.080291748046875,318.44000244140625,,,,,,,,,,,,,,,,319.50269571940106,319.50269571940106,0,0.0,0.0,,,321.584453241809,317.4209381969931,319.50269571940106,-2.036662714465251,2.12685233035063,2.0,2.0,,,,2.565185546875,34,2,2,3,,,,,
2019-01-02 12:30:00,319.7984924316406,323.69000244140625,319.25,323.3407897949219,323.3407897949219,274696,0.0,250973.0,-143708.0,394681.0,-329605.0,724286.0,,,,,,319.54779052734375,-0.972503662109375,320.5202941894531,2.080291748046875,318.44000244140625,,,,,,,,,,,,,,320.46221923828125,320.46221923828125,0,0.0,0.0,0.0,,324.65985060060325,316.26458787595925,320.46221923828125,-1.3190608056813744,7.076201918962624,2.0,2.0,2.0,,,4.44000244140625,34,2,2,4,,,,,
2019-01-02 13:30:00,323.4432067871094,323.7900085449219,320.67999267578125,321.760009765625,321.760009765625,265741,0.0,274696.0,23723.0,250973.0,-143708.0,394681.0,-329605.0,724286.0,,,,323.3407897949219,3.792999267578125,319.54779052734375,-0.972503662109375,320.5202941894531,2.080291748046875,318.44000244140625,,,,,,,,,,,,320.72177734375,320.72177734375,0,0.0,0.0,0.0,0.0,324.53786041317505,316.9056942743249,320.72177734375,-2.777850647550053,4.854315491300099,2.0,2.0,2.0,2.0,,3.110015869140625,34,2,2,5,-0.17606252431869507,-0.17606252431869507,,-0.17606252431869507,-0.17606252431869507
2019-01-02 14:30:00,322.0,322.7322998046875,319.5299987792969,320.82000732421875,320.82000732421875,365267,0.0,265741.0,-8955.0,274696.0,23723.0,250973.0,-143708.0,394681.0,-329605.0,724286.0,,321.760009765625,-1.580780029296875,323.3407897949219,3.792999267578125,319.54779052734375,-0.972503662109375,320.5202941894531,2.080291748046875,318.44000244140625,,,,,,,,,,320.73814900716144,320.73814900716144,0,0.0,0.0,0.0,0.0,324.1522996697583,317.32399834456464,320.73814900716144,-3.3322923455395426,3.496008979654164,2.0,2.0,2.0,2.0,2.0,3.202301025390625,34,2,2,6,0.008445221930742264,0.008445221930742264,0.17395245078299007,0.1314481794834137,-0.11455773562192917
2019-01-02 15:30:00,320.6700134277344,323.8500061035156,320.244384765625,323.8399963378906,323.8399963378906,360878,0.0,365267.0,99526.0,265741.0,-8955.0,274696.0,23723.0,250973.0,-143708.0,394681.0,-329605.0,320.82000732421875,-0.94000244140625,321.760009765625,-1.580780029296875,323.3407897949219,3.792999267578125,319.54779052734375,-0.972503662109375,320.5202941894531,2.080291748046875,318.44000244140625,,,,,,,,321.1812700544085,321.1812700544085,0,0.0,0.0,0.0,0.0,325.08148320748927,317.28105690132764,321.1812700544085,-1.2414868695986456,6.55893943656298,2.0,2.0,2.0,2.0,2.0,3.605621337890625,34,2,2,7,0.16782111754374845,0.1344296783208847,0.23035994240198307,0.4672117531299591,-0.1842806488275528
2019-01-03 09:30:00,318.95001220703125,319.5783996582031,312.3399963378906,312.8999938964844,312.8999938964844,1238390,1.0,360878.0,-4389.0,365267.0,99526.0,265741.0,-8955.0,274696.0,23723.0,250973.0,-143708.0,323.8399963378906,3.019989013671875,320.82000732421875,-0.94000244140625,321.760009765625,-1.580780029296875,323.3407897949219,3.792999267578125,319.54779052734375,-0.972503662109375,320.5202941894531,2.080291748046875,318.44000244140625,,,,,,320.146110534668,320.146110534668,0,0.0,0.0,0.0,0.0,327.02566977771437,313.2665512916216,320.146110534668,-14.125675881229995,-0.3665573951371925,4.0,2.0,2.0,2.0,2.0,11.5,33,3,3,1,0.12259756263999923,0.10812484472990036,0.13792592833392125,0.37709882855415344,-0.22060176730155945
2019-01-03 10:30:00,312.760009765625,313.744384765625,309.3999938964844,311.5199890136719,311.5199890136719,841506,1.0,1238390.0,877512.0,360878.0,-4389.0,365267.0,99526.0,265741.0,-8955.0,274696.0,23723.0,312.8999938964844,-10.94000244140625,323.8399963378906,3.019989013671875,320.82000732421875,-0.94000244140625,321.760009765625,-1.580780029296875,323.3407897949219,3.792999267578125,319.54779052734375,-0.972503662109375,320.5202941894531,2.080291748046875,318.44000244140625,,,,319.1876525878906,319.1876525878906,0,0.0,0.0,0.0,0.0,327.8180287293415,310.55727644643974,319.1876525878906,-16.29803971566963,0.9627125672321312,3.0,4.0,2.0,2.0,2.0,4.344390869140625,33,3,3,2,,,,,
2019-01-03 11:30:00,312.0249938964844,316.6499938964844,311.3800048828125,314.1000061035156,314.1000061035156,734290,1.0,841506.0,-396884.0,1238390.0,877512.0,360878.0,-4389.0,365267.0,99526.0,265741.0,-8955.0,311.5199890136719,-1.3800048828125,312.8999938964844,-10.94000244140625,323.8399963378906,3.019989013671875,320.82000732421875,-0.94000244140625,321.760009765625,-1.580780029296875,323.3407897949219,3.792999267578125,319.54779052734375,-0.972503662109375,320.5202941894531,2.080291748046875,318.44000244140625,,318.6788879394532,318.6788879394532,0,0.0,0.0,0.0,0.0,327.42880899968947,309.92896687921683,318.6788879394532,-13.328802896173839,4.171039224298795,3.0,3.0,4.0,2.0,2.0,5.269989013671875,33,3,3,3,,,,,
2019-01-03 12:30:00,314.1400146484375,315.0299987792969,310.989990234375,312.0899963378906,312.0899963378906,436157,1.0,734290.0,-107216.0,841506.0,-396884.0,1238390.0,877512.0,360878.0,-4389.0,365267.0,99526.0,314.1000061035156,2.58001708984375,311.5199890136719,-1.3800048828125,312.8999938964844,-10.94000244140625,323.8399963378906,3.019989013671875,320.82000732421875,-0.94000244140625,321.760009765625,-1.580780029296875,323.3407897949219,3.792999267578125,319.54779052734375,-0.972503662109375,320.5202941894531,2.080291748046875,318.07989779385656,318.07989779385656,0,0.0,0.0,0.0,0.0,327.2827088460998,308.8770867416133,318.07989779385656,-15.192712508209185,3.212909596277313,3.0,3.0,3.0,4.0,2.0,4.040008544921875,33,3,3,4,0.43854963779449463,0.43854963779449463,,0.43854963779449463,0.43854963779449463
2019-01-03 13:30:00,311.989990234375,312.93499755859375,310.34161376953125,312.4200134277344,312.4200134277344,415935,1.0,436157.0,-298133.0,734290.0,-107216.0,841506.0,-396884.0,1238390.0,877512.0,360878.0,-4389.0,312.0899963378906,-2.010009765625,314.1000061035156,2.58001708984375,311.5199890136719,-1.3800048828125,312.8999938964844,-10.94000244140625,323.8399963378906,3.019989013671875,320.82000732421875,-0.94000244140625,321.760009765625,-1.580780029296875,323.3407897949219,3.792999267578125,319.54779052734375,-0.972503662109375,317.6082407633464,317.6082407633464,0,0.0,0.0,0.0,0.0,326.97149767423235,308.24498385246045,317.6082407633464,-14.55148424649792,4.175029575273925,3.0,3.0,3.0,3.0,4.0,2.5933837890625,33,3,3,5,0.04960064776241779,0.04960064776241779,0.009226943492508806,0.056125082075595856,0.04307621344923973
2019-01-03 14:30:00,312.45001220703125,312.9219970703125,309.6650085449219,310.9700012207031,310.9700012207031,535930,1.0,415935.0,-20222.0,436157.0,-298133.0,734290.0,-107216.0,841506.0,-396884.0,1238390.0,877512.0,312.4200134277344,0.33001708984375,312.0899963378906,-2.010009765625,314.1000061035156,2.58001708984375,311.5199890136719,-1.3800048828125,312.8999938964844,-10.94000244140625,323.8399963378906,3.019989013671875,320.82000732421875,-0.94000244140625,321.760009765625,-1.580780029296875,323.3407897949219,3.792999267578125,317.09760695237384,317.09760695237384,0,0.0,0.0,0.0,0.0,326.78902256298244,307.4061913417651,317.09760695237384,-15.819021342279315,3.5638098789380024,3.0,3.0,3.0,3.0,3.0,3.256988525390625,33,3,3,6,0.029437420889735222,0.029437420889735222,0.07248913656805,0.08069498091936111,-0.02182013913989067
2019-01-03 15:30:00,310.8900146484375,312.26220703125,310.1300048828125,310.80999755859375,310.80999755859375,757015,1.0,535930.0,119995.0,415935.0,-20222.0,436157.0,-298133.0,734290.0,-107216.0,841506.0,-396884.0,310.9700012207031,-1.45001220703125,312.4200134277344,0.33001708984375,312.0899963378906,-2.010009765625,314.1000061035156,2.58001708984375,311.5199890136719,-1.3800048828125,312.8999938964844,-10.94000244140625,323.8399963378906,3.019989013671875,320.82000732421875,-0.94000244140625,321.760009765625,-1.580780029296875,316.6484919956752,316.6484919956752,0,0.0,0.0,0.0,0.0,326.54768826578135,306.749295725569,316.6484919956752,-15.737690707187653,4.060701833024723,3.0,3.0,3.0,3.0,3.0,2.1322021484375,33,3,3,7,0.0647462819303785,0.08186081796884537,0.14643734099917974,0.201571524143219,-0.14823248982429504
2019-01-04 09:30:00,316.4049987792969,321.3699951171875,316.0799865722656,321.2044982910156,321.2044982910156,823438,1.0,757015.0,221085.0,535930.0,119995.0,415935.0,-20222.0,436157.0,-298133.0,734290.0,-107216.0,310.80999755859375,-0.160003662109375,310.9700012207031,-1.45001220703125,312.4200134277344,0.33001708984375,312.0899963378906,-2.010009765625,314.1000061035156,2.58001708984375,311.5199890136719,-1.3800048828125,312.8999938964844,-10.94000244140625,323.8399963378906,3.019989013671875,320.82000732421875,-0.94000244140625,316.9522257486979,316.9522257486979,0,0.0,0.0,0.0,0.0,326.77718176536536,307.12726973203036,316.9522257486979,-5.572683474349788,14.077228558985212,2.0,3.0,3.0,3.0,3.0,10.55999755859375,32,4,4,1,0.16781695399433375,0.18299537897109985,0.1549375354957381,0.4389705955982208,-0.3458835780620575
